,Resample,RMSLE,p,k_V,c_V,r,k_T,d_T,c_T,T_0,V_0
134,135.0,0.9429146912292318,6.213861547175817,1200000.0,2.7280104670275522e-06,0.20167157054450513,3530.685008339584,0.011,0.018997057878880674,967578.8,25.0
135,136.0,0.8758793922617613,5.484094641790179,1200000.0,2.2310244352814412e-06,0.20397531120108425,3605.858109667897,0.011,0.05814409832038342,922556.0,25.0
136,137.0,0.8845776183019444,5.7273534660233025,1200000.0,2.6716502302887157e-06,0.22259324490161703,4757.853078849614,0.011,1.1074474670635936e-13,983477.2,25.0
137,138.0,0.812874001071681,5.796768325880414,1200000.0,2.458444864238372e-06,0.2183751971150656,3806.200895793736,0.011,0.023946212280120116,917850.4,25.0
138,139.0,0.9579006849318641,5.670988093053538,1200000.0,2.597811849040477e-06,0.2306427743835684,5779.564748950303,0.011,0.007409171401483061,946546.4,25.0
139,140.0,0.8583846150743492,5.930899510848512,1200000.0,2.6522729996540322e-06,0.22398413991913202,4899.545550957322,0.011,1.35048788818537e-09,975813.6,25.0
140,141.0,0.876575184239894,5.609413020961107,1200000.0,2.443037312349428e-06,0.21218615622601789,2966.5460926145315,0.011,0.048535962897036544,827662.0,25.0
141,142.0,1.0079948998679906,6.388631904572975,1200000.0,2.867171512038402e-06,0.1720212930939482,2326.1335146799684,0.011,0.046353017846571365,943588.4,25.0
142,143.0,0.8655856047984447,5.658710876548334,1200000.0,2.640327986314535e-06,0.22989298249951418,5273.212939627469,0.011,0.0024584292712480638,951823.2,25.0
143,144.0,0.9438225080390199,6.257052424226785,1200000.0,2.5940632502690047e-06,0.18436692691504675,2975.8632164523005,0.011,0.04114660216150101,999232.8,25.0
144,145.0,0.8560193538546108,5.648333374797218,1200000.0,2.4033404292501487e-06,0.21584532923590416,4304.975159116089,0.011,0.03489941874227176,914892.4,25.0
145,146.0,0.8342997622156333,5.56737706307301,1200000.0,2.5683785711511252e-06,0.23634188053818406,4182.297103382647,0.011,0.023158390632943837,798966.0,25.0
146,147.0,0.95897751121081,5.695440398391682,1200000.0,2.567276603625222e-06,0.21519224133630388,3831.73342435807,0.011,0.01313095683304566,954781.2,25.0
